,Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
23474,23474,1104,32,Much better in person!,"Yes, this is a great dress! i wasn't sure about it online because of the color combination. i think i would have preferred the gray color but it was sold out. it received very good reviews online so i thought it was worth the risk at the sale price. i am always on the hunt for great dresses at great prices (who isn't?!). once i received it and tried it on, oh wow! i love it. it is so flattering. it is a very pretty dress. i think i will wear this all the time. i am actually thinking of all the d",5,1,0,General Petite,Dresses,Dresses
10921,10921,1092,56,Pretty dress,I love this dress but sadly for me it didn't look good on my body type. i'm a 36 dd and not thin so it made me look like a beached whale. i saw it on two different sales clerks in the stoe and they both looked adorable.,5,1,0,General Petite,Dresses,Dresses
2821,2821,1084,50,Great dress!,"This dress is not only beautiful, it's so comfortable to wear. it's also very flattering. i love that i can wear the dress with sandals or boots. great buy!",4,1,1,General Petite,Dresses,Dresses
18377,18377,1150,35,"Pretty, but not good enough for full price",I thought this dress was lovely on. i'm an 8/10 and tried the med which i believe was the right fit. it may have fit a little large but i liked the way it hung. it has pockets and the color is absolutely beautiful. definitely buying if it makes it to sale.,5,1,1,General,Dresses,Dresses
18127,18127,617,54,Sleek and well made,"This is a very well made swimsuit with soft foam cups and fully lined. the shoulders stay put with thin strips of foam that are sewn in. very comfortable and easy to move in; my arms have full range. the color is like the online photo, and to the teal close-up i posted of the shoulder area.
.
the size 'm' that i ordered fit my bust very well with smooth lines and decent support. i'm 5'2"", currently 33-25-37, 30d / 32c bra, with a average to long torso with a full bottom and thighs. i think the",5,1,4,Initmates,Intimate,Swim
8120,8120,841,28,Beautiful top. many compliments,I love love love this top and have received many compliments. if anything it runs small (i wear size 6 and a 36d bra and the s was roomy),5,1,0,General,Tops,Blouses
10476,10476,1078,45,Great dress,I'm anxious to wear this dress with boots. i love the colors and print. perfect for work and evenings out.,5,1,2,General,Dresses,Dresses
16412,16412,993,29,So cute,"Love this skirt! it's definitely on the tight side, but is a stretchy material. i'm between a 6 and an 8 and went with the six because i liked the way it hugged my curves. as an hourglass shape i sometimes have problems finding pencil skirts - they either fit in the hips and are big at the waitband or the other way around. this one fit great throughout, and was both slimming in the front and flattering in the back. i was also worried that if i tucked anything into this skirt there would be weird",5,1,1,General,Bottoms,Skirts
3954,3954,460,44,Love!,This romper checks off all the boxes! it's beautiful and the fit is perfect!,5,1,0,General,Bottoms,Shorts
21637,21637,1077,33,Great pirchase,"I was nervous about this purchase, but it turned out to be a new favorite. the blue color is stunning on and i can easily see this taking me from work to dinner. i am normally a size 2 or 4 in dresses. after reading reviews about how this dress runs large, i ordered a 2 and hoped i didn't have to return it. the 2 is perfect and roomy. the drawstring can be let out or in for more figure definition. this really is a beautiful and modest dress.",5,1,0,General,Dresses,Dresses
8888,8888,1020,56,,"I think i wanted a skirt like this in the 1980s. with its aged denim and retro style, it looks like i've had it all that time. i couldn't zip my usual 4 but the 6 is comfortable if a bit snug, sitting right at my natural waist. it's flattering and shows off my waist with tops tucked in, something i never do with my other skirts, which all sit lower. i like how it flares a little oddly due to the horizontal seam. it's interesting and different. i will wear it in summer with sandals and it will lo",5,1,0,General,Bottoms,Skirts
7925,7925,866,35,Runs large,"This was huge on me! otherwise i thought it was a nice top, slimming. i didn't bother looking for another size, though. i got a medium. i wear a small or medium.",3,1,0,General Petite,Tops,Knits
5847,5847,392,44,Best swim skirt ever...please offer more options,"I ordered this in xs and s. they both fit very well and i couldn't tell much difference between the two. i kept the s as it seemed to have a little more length on it. i am 5'4"" about 120#. i wish this were offered in lots of different solids and more patterns (the taupe and white stripe...hint hint hint) too. it's just perfect. i am in my mid 40s and have young kids so it's great for my life right now! comfortable too!",5,1,2,Initmates,Intimate,Swim
13987,13987,863,71,Tie-neck tee,Love it - material is soft and color goes will with any color.,5,1,1,General,Tops,Knits
15475,15475,256,43,,,5,1,0,General Petite,Intimate,Lounge
18162,18162,1094,41,So pretty! petites will need petite sizing,"I'm 5'2"" 110, 32-24.5-32.5. i tried both the regular 0 and petite 0. the difference was quite substantial. sometimes if an item runs shorter or smaller, i can get away with regular sizing. the regular 0 was all wrong, and the petite 0 was perfect in every way the regular 0 was wrong! the petite sizing was perfect for top coverage, tamed the flare to just the right amount, and the length hit right at the perfect spot where it is supposed to above the knee. gorgeous embroidered detailing and versa",5,1,13,General,Dresses,Dresses
1970,1970,862,31,Gorgeous sweater,I absolutely love this gorgeous cardigan. i will wear it for years to come!!,5,1,0,General Petite,Tops,Knits
6423,6423,973,58,Flimsy and disappointing,"Even at a very deep discount, this piece is definitely not worth the money. the picture made me think this jacket had a longer curved velvet hem as part of its design (which would be cool)--which is largely what attracted me to it, but as i discovered when it arrived, that was actually part of the shirt worn beneath in the photo. so this image is rather misleading. the actual jacket is very thin--more like a shirt with an open front than a jacket. the pockets are just loosely tacked inside. for",1,0,6,General Petite,Jackets,Jackets
19572,19572,1078,44,Had potential but it doesn't deliver,"So, i bought 2 of these. first in xsp. it was actually the regular length not the petite one. it did have the problem mentioned by others regarding the arms, armpit, thighness issue. i thought maybe the dress was mislabeled and i got a regular xs by mistake. so i returned and order another xsp hoping i would get one with the right length, but no. the one i got has same issues as the first one. why 2 petite dresses with regular length/? i think the dresses are defective. the print is gorgeous and",3,0,2,General Petite,Dresses,Dresses
6817,6817,829,39,Like but not love,"I tried on the pink in xs in store. it was so big on me. i wanted to love it, the stylist did, but i felt meh... so did another costumer, didn&#39;t like it on me. the colors are really nice (and the blue seems really nice too), but the cut was a little wide. fabric is very soft. for reference, i am 115 lbs, 0dd, 26.5 in waist.",3,1,0,General,Tops,Blouses
5519,5519,1080,46,Amazing dress!,Wow! i saw this dress in the store and had to try it on. it is simply stunning! the bright colors and design are a true tracy reese dress and i looked like a fairy queen in it! lol. i can't wait to wear it!,5,1,11,General,Dresses,Dresses
13131,13131,936,29,Must have,"My favorite of the season. i purchased the grey sweater while shopping with girlfriends. i love it so much i'll be purchasing the brown as well. i would normally wear a m/l but tried it on and purchased a s. i don't like very fitted items. however, a small fit perfectly on me. this item runs big.",5,1,0,General Petite,Tops,Sweaters
