,Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
15213,15213,831,51,,"I ordered the teal color - it is a beautiful color. the fit is a bit odd like one other person commented, but the pros outweigh the cons. i am thinking of ordering the other colors too.",4,1,1,General Petite,Tops,Blouses
8116,8116,1077,35,Cute,"I'm pretty petite and have small boobs so i should have gotten the xxs instead of the xs. however, since i'm currently pregnant (33 weeks) i figure i should buy the xs. it's a roomy dress and doesn't make you look like a boat if you're pregnant. which is awesome. since i don't have milk in my boobs yet, it's a tad roomy on the sides by my chest. not super noticeable though. i hate buying maternity clothes since they're pretty ugly and i don't like the fact that i wouldn't be able to wear it agai",4,1,1,General Petite,Dresses,Dresses
4018,4018,828,51,Wanted to love,I so wanted to love this top. i first ordered in the medium because previous reviews said it ran large. i got the medium and it ran so small in the arms that i could almost not get it off with ripping it. so i ordered an xl hoping that would work. unfortunately it ran just as small i'm the arms and i had to return.,3,0,0,General,Tops,Blouses
5732,5732,868,60,,,4,1,0,General,Tops,Knits
18764,18764,1077,27,Cute but tight in hips,"I am 135 and went with a size zero. it was very cute on but a little tight on my hips when sitting. the fabric is beautiful, and very soft and silky. the length was great, comes to just barely above my knees and is long in the back. great work outfit.",4,1,0,General,Dresses,Dresses
7102,7102,1081,28,Love it!,"Saw this online- my size out (xs/s p). online did have xs. checked store saw how great the dress looked at store, able to try on only one avail at store (m). ordered xs online. fits well with ada belt and cardigan. until straps altered will keep cardigan on.very comfortable and cute- lots of compliments worn to work",5,1,0,General Petite,Dresses,Dresses
17166,17166,1094,54,,"I am very petite (5', 96-100 lbs) and find this to be pretty formfitting (not in a bad way) - a rare feat for petites! it is very comfortable - soft, sweater-like material and texture, which does make the dress feel slightly cheap to me, but it doesn't make it look cheap. it's also beautifully patterned in person, pretty true to the online photo, with the only difference being the dress is darker in person, so i don't feel the blue stands out as much as it does on the online photo. the length is",5,1,3,General,Dresses,Dresses
21583,21583,825,28,,I love the pattern of this shirt but there is definitely a design flaw in the arm/armpits.,3,0,0,General,Tops,Blouses
23207,23207,986,53,Beautiful kimono,Love this kimono! it is so versatile. it is a one size only so it might be .a bit volumnous for some people.,4,1,3,General,Jackets,Jackets
536,536,984,53,,,5,1,0,General,Jackets,Jackets
20200,20200,1078,29,Way better in person,I was not expecting to like this. i tried it on in the store on a whim. it happened to drape beautifully. this will be a great work dress for the summer with something underneath the bring up the neckline. the blue color is soft and pretty.,4,1,0,General,Dresses,Dresses
19050,19050,878,57,Snap this up! you won't be sorry.,"Love this! only wish it wasn't so seasonal so i could wear it more often. this is the softest shirt in my wardrobe. can't believe how nice it feels on. a little bit slouchy and over-sized. i usually wear a m and bought a m and it feels perfect. like the other reviewer, i was a bit worried about shrinkage but washed it in cold and hung it up and and it cam out fine. did wash first before i wore because the dye smelled a bit strong.",5,1,0,General Petite,Tops,Knits
20741,20741,883,31,Perfect,Love this tank! so easy to throw on quickly and still look out together!,5,1,1,General,Tops,Knits
2126,2126,872,56,Not kind to curves,"Wanted to love this top, and could imagine lots of outfits with it. the wide shoulders made my arms/shoulders look big. the ruching and extra flap landed at an odd place, accentuating my belly. it did arrive very wrinkled, although a previous reviewer said she found it to be a wrinkle free garment. maybe that made the look worse. overall i felt that it made me look 15 lbs heavier than i am, so back it goes. i am 5'7"", 160lbs, 34dddd, and the size large was the correct size.",2,0,7,General Petite,Tops,Knits
16828,16828,1116,20,I can wear this anywhere,"I love this sweater coat. i just put on a pair of leggings and boots and i'm good to go. it's warm and flattering and comfortable and i can wear it anywhere, it works at the office, out to eat, shopping or even just hanging around.

fit: some of the other comments mention the small waist. this is a fitted sweater, not a roomy piece for layering over other pieces. i like the fit because i get the warmth of a big sweater without the bulk. the fit is similar to dresses that i have purchased at anth",4,1,2,General,Jackets,Outerwear
17428,17428,869,36,"Sadly, too big and boxy","This top may be right for some, but it did not work for me. i've been looking for a nice black top and loved the flutter sleeves on this one. however, it didn't do much to flatter my body. i ordered the xl, but it was huge. i'm not sure a l would have solved my problems if it had been available. i found it looked boxy and and agree that the arm holes are too big. 

the quality is great and style so pretty, though. i wish it had worked for me!",3,0,2,General,Tops,Knits
18617,18617,840,39,Love,This top is fun. loose but still flattering. the colors are nice and the fabric soft. can fit well. (115lbs 30 dd),5,1,0,General Petite,Tops,Blouses
13662,13662,1008,42,,Love love this skirt! quality is great and so comfortable. you can even do this skirt with boots and sweater in colder months! so glad i got it!!,5,1,1,General,Bottoms,Skirts
22052,22052,850,51,Perfect summer blouse,"Perfect! very pretty and flattering without being too fussy. helps to hide my tummy and very well made. that said i have fairly wide shoulders and a larger ribcage so i had to size up considerably. usually a 4 or a 6 and i needed a 10 to be comfortable. the 8 went on but the fabric has no give so i sized up. i am never a 10 but that's what worked in this blouse. surprisingly it still looked nice and tailored. definately runs on the smaller side.

lovely. worth the full price in my opinion.",5,1,1,General,Tops,Blouses
8529,8529,834,22,,"Very long shirt, i have to tuck it in. i love the lipstick design and its great quality material. its really soft and cotton breathable.",5,1,0,General Petite,Tops,Blouses
398,398,902,38,Lovely but runs big,"Just tried 'layered sadie top' and it felt so nice on. good hand feel for both materials but note that the knit on top is a little too delicate for machine wash but can be hand washed. this item is definitely ""vanity-sized"". i'm 5'1, 113lbs and the xs looked nothing like how it does on the model. it was flowy as depicted but it came down much lower on me and looked a little maternity-esque. highly recommend because it's gorgeous and well made but i would definitely come in and try it out for you",4,1,6,General,Tops,Fine gauge
13366,13366,866,33,Boxy. large.,"Boxy, unflattering, and large.

i'm 5'2'' and a curvy 135 pounds. this top (size s) swallowed me, had no shape, and the material didn't feel great either. i wouldn't even purchase it on sale--there are other graphic tees that are much nicer. i'll be sticking to splendid and sundry.",3,0,2,General Petite,Tops,Knits
20542,20542,1053,38,Live in these,I could live in these. they are so comfy. i typically wear a 6 and got the medium. they are a little roomy. probably could have gotten a small..but i like them kinda loose and baggy. i will probably purchase another color!,5,1,2,General Petite,Bottoms,Pants
